id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
69158370,Sat Feb 06 2021 14:49:34 GMT-0600 (CST),2021-02-06,2021-02-06 22:49:34 UTC,Pacific Time (US & Canada),1191075,yarbroughs,,2021-02-06 20:23:40 UTC,2021-02-06 21:54:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69158370,https://inaturalist-open-data.s3.amazonaws.com/photos/112158450/medium.jpg,,"","",1,0,false,3,"Christian County, US-KY, US",37.0752489705,-87.6668122173,21,,,,21,,,false,,,,Christian,Kentucky,United States,Kentucky,Christian,river cane,Arundinaria gigantea,river cane,Plantae,121747
69179043,2019/01/17 9:05 AM EST,2019-01-17,2019-01-17 14:05:00 UTC,Eastern Time (US & Canada),812483,mycoweise,Armin Weise,2021-02-07 02:48:26 UTC,2021-02-14 16:09:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69179043,https://static.inaturalist.org/photos/112194338/medium.jpg,,"",,1,0,false,,"Polk, North Carolina, United States",35.38,-82.1658333333,,,,,,,,false,,,,Polk,North Carolina,United States,North Carolina,Polk,river cane,Arundinaria gigantea,river cane,Plantae,121747
69206105,2021/01/29 11:57 AM CST,2021-01-29,2021-01-29 17:57:00 UTC,Central Time (US & Canada),496420,jeff85,Jeff Nelson,2021-02-07 16:01:55 UTC,2021-02-07 18:59:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69206105,https://inaturalist-open-data.s3.amazonaws.com/photos/112247377/medium.jpeg,,"giant cane, Arundinaria gigantea","",1,0,false,,"7515 Lovelaceville Rd, Paducah, KY 42001, USA",37.0084186,-88.768271,190,,,,190,,,false,,,,McCracken,Kentucky,United States,Kentucky,McCracken,river cane,Arundinaria gigantea,river cane,Plantae,121747
69225833,2021/02/07 9:42 AM CST,2021-02-07,2021-02-07 15:42:00 UTC,Central Time (US & Canada),1088058,safron,Safron,2021-02-07 22:39:52 UTC,2021-02-07 22:45:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69225833,https://inaturalist-open-data.s3.amazonaws.com/photos/112283031/medium.jpg,,"",,1,0,false,,"Winston County, MS, USA",33.1538100866,-89.0472593777,15,,,,15,,,false,,,,Winston,Mississippi,United States,Mississippi,Winston,river cane,Arundinaria gigantea,river cane,Plantae,121747
69243732,2021/02/05 12:36 PM CST,2021-02-05,2021-02-05 18:36:00 UTC,Central Time (US & Canada),3914144,mrprehistory,William Harris,2021-02-08 05:06:38 UTC,2021-02-24 03:40:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69243732,https://inaturalist-open-data.s3.amazonaws.com/photos/112318539/medium.jpg,,"",,2,0,false,,"Lafayette County, MS, USA",34.49571425,-89.4478127222,,,,,,,,false,,,,Lafayette,Mississippi,United States,Mississippi,Lafayette,river cane,Arundinaria gigantea,river cane,Plantae,121747
69266278,2021-02-08 1:39:42 PM EST,2021-02-08,2021-02-08 18:39:42 UTC,Eastern Time (US & Canada),1597696,sc_beetles,Phillip Harpootlian,2021-02-08 18:40:19 UTC,2021-02-24 03:39:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69266278,https://inaturalist-open-data.s3.amazonaws.com/photos/112363104/medium.jpeg,,"","",1,0,false,2,"Clinton Reservoir Tract Wildlife Management Area, SC, USA",34.54685122,-81.90573905,4,,,,4,,,false,,"",,Laurens,South Carolina,United States,South Carolina,Laurens,river cane,Arundinaria gigantea,river cane,Plantae,121747
69286231,2021/02/04 12:29 PM EST,2021-02-04,2021-02-04 17:29:00 UTC,Eastern Time (US & Canada),1597696,sc_beetles,Phillip Harpootlian,2021-02-09 02:01:39 UTC,2021-02-24 03:36:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69286231,https://inaturalist-open-data.s3.amazonaws.com/photos/112400415/medium.jpg,,"","",1,0,false,,"Wateree River Heritage Preserve, SC, USA",33.96048,-80.63562,,,,,,,,false,,"",,Richland,South Carolina,United States,South Carolina,Richland,river cane,Arundinaria gigantea,river cane,Plantae,121747
69320032,Tue Feb 09 2021 14:32:16 GMT-0600 (CST),2021-02-09,2021-02-09 14:32:16 UTC,UTC,3970369,badriyah94,,2021-02-09 20:33:54 UTC,2021-03-01 17:10:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69320032,https://inaturalist-open-data.s3.amazonaws.com/photos/112490316/medium.jpg,,"","",2,0,false,3,"Cullinan Park Conservancy, Sugar Land, TX, US",29.6354825026,-95.6610089257,4,,,,4,,,false,,,,Fort Bend,Texas,United States,Texas,Fort Bend,river cane,Arundinaria gigantea,river cane,Plantae,121747
69369929,2021-02-10 11:45:19 AM EST,2021-02-10,2021-02-10 16:45:19 UTC,America/New_York,3583839,ktuttlewheeler,Keegan Tuttle-Wheeler,2021-02-10 16:45:43 UTC,2023-01-11 17:02:07 UTC,research,CC0,https://www.inaturalist.org/observations/69369929,https://inaturalist-open-data.s3.amazonaws.com/photos/112535620/medium.jpeg,,"cherokeepark, louisvilleparks","",1,0,false,2,"Cherokee-Seneca, Louisville, KY, USA",38.2364416667,-85.6883583333,,,,,,,,false,gps,gps,,Jefferson,Kentucky,United States,Kentucky,Jefferson,river cane,Arundinaria gigantea,river cane,Plantae,121747
69383193,2021/01/14 3:21 PM EST,2021-01-14,2021-01-14 20:21:00 UTC,Eastern Time (US & Canada),51222,wncbotany,Owen Carson,2021-02-10 22:16:02 UTC,2023-02-21 06:07:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69383193,https://inaturalist-open-data.s3.amazonaws.com/photos/112560600/medium.jpeg,,"",,3,0,false,,"Washington County, VA, USA",36.6839611111,-82.2782888889,12,,,,12,,,false,,,,Washington,Virginia,United States,Virginia,Washington,river cane,Arundinaria gigantea,river cane,Plantae,121747
69462373,Tue Jan 19 2021 14:49:46 GMT-0700 (MST),2021-01-19,2021-01-19 21:49:46 UTC,Mountain Time (US & Canada),2834447,travelingtrees,,2021-02-12 17:12:38 UTC,2021-04-01 19:49:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69462373,https://inaturalist-open-data.s3.amazonaws.com/photos/112711712/medium.jpg,,"","",2,0,false,3,"Polk County, Big Thicket National Preserve, US-TX, US",30.5759942082,-94.6426097939,29,,,,29,,,false,,,,Polk,Texas,United States,Texas,Polk,river cane,Arundinaria gigantea,river cane,Plantae,121747
69485765,2021/02/08 4:38 PM CST,2021-02-08,2021-02-08 22:38:00 UTC,Central Time (US & Canada),3914144,mrprehistory,William Harris,2021-02-13 03:25:16 UTC,2021-03-03 03:59:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69485765,https://inaturalist-open-data.s3.amazonaws.com/photos/112754914/medium.jpg,,"",,1,0,false,,"George County, MS, USA",30.748103,-88.657861,,,,,,,,false,,,,George,Mississippi,United States,Mississippi,George,river cane,Arundinaria gigantea,river cane,Plantae,121747
69486254,2021/02/12 3:15 PM CST,2021-02-12,2021-02-12 21:15:00 UTC,Central Time (US & Canada),3914144,mrprehistory,William Harris,2021-02-13 03:40:47 UTC,2021-02-23 03:53:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69486254,https://inaturalist-open-data.s3.amazonaws.com/photos/112755801/medium.jpg,,"",,1,0,false,,"Lauderdale County, MS, USA",32.5457715278,-88.8130340833,,,,,,,,false,,,,Lauderdale,Mississippi,United States,Mississippi,Lauderdale,river cane,Arundinaria gigantea,river cane,Plantae,121747
69521800,2021-02-13 11:04:31 AM CST,2021-02-13,2021-02-13 11:04:31 UTC,UTC,3992463,casey_chambliss,Casey Chambliss,2021-02-13 21:14:32 UTC,2023-07-08 01:51:04 UTC,research,CC-BY,https://www.inaturalist.org/observations/69521800,https://inaturalist-open-data.s3.amazonaws.com/photos/112823145/medium.jpeg,,"",,1,0,false,2,"Oak Hill, TN 37220, USA",36.0639388889,-86.8044333333,,,,,,,,false,gps,gps,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
69580433,Mon Feb 08 2021 15:30:59 GMT-0600 (CST),2021-02-08,2021-02-08 15:30:59 UTC,UTC,3962474,johntaylor123,,2021-02-14 20:57:41 UTC,2021-02-23 03:50:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69580433,https://inaturalist-open-data.s3.amazonaws.com/photos/112930353/medium.jpg,,"","",1,0,false,3,"Radnor Lake State Park, Nashville, TN, US",36.0594166667,-86.7974033333,42,,,,42,,,false,,,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
69596947,2021-02-14 3:48:39 PM EST,2021-02-14,2021-02-14 20:48:39 UTC,Eastern Time (US & Canada),3538416,sarita360,"",2021-02-15 02:22:58 UTC,2021-02-23 03:47:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69596947,https://inaturalist-open-data.s3.amazonaws.com/photos/112960908/medium.jpeg,,"",Found along the Etowah River,1,0,false,2,"Cartersville, GA, USA",34.1221300005,-84.8248389736,250,,,,250,,,false,gps,gps,,Bartow,Georgia,United States,Georgia,Bartow,river cane,Arundinaria gigantea,river cane,Plantae,121747
69745302,2021-02-17 3:12:10 PM EST,2021-02-17,2021-02-17 20:12:10 UTC,Eastern Time (US & Canada),3999106,daagon64,Nate Willis,2021-02-18 01:03:07 UTC,2021-02-22 22:07:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69745302,https://inaturalist-open-data.s3.amazonaws.com/photos/113241544/medium.jpeg,,"",,1,0,false,2,"Limestone, TN 37681, USA",36.2073163056,-82.6595833056,,,,,,,,false,gps,gps,,Greene,Tennessee,United States,Tennessee,Greene,river cane,Arundinaria gigantea,river cane,Plantae,121747
69796487,Thu Feb 18 2021 18:37:40 GMT-0600 (CST),2021-02-18,2021-02-18 18:37:40 UTC,UTC,2317524,pphoebus,,2021-02-19 03:01:21 UTC,2021-02-22 22:05:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69796487,https://inaturalist-open-data.s3.amazonaws.com/photos/113339324/medium.jpg,,"","",2,0,false,3,"Shelby Bottoms Park, Nashville, TN, US",36.1846083333,-86.6988666667,5,,,,5,,,false,,,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
69818715,2021-02-19 11:49:53 AM EST,2021-02-19,2021-02-19 16:49:53 UTC,Eastern Time (US & Canada),3934718,mchris20,,2021-02-19 16:51:18 UTC,2021-02-20 05:33:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69818715,https://inaturalist-open-data.s3.amazonaws.com/photos/113387269/medium.jpeg,,"",,1,0,false,2,"Evans, GA 30809, USA",33.5861018,-82.10067693,7,,,,7,,,false,,,,Columbia,Georgia,United States,Georgia,Columbia,river cane,Arundinaria gigantea,river cane,Plantae,121747
69885250,Sat Feb 20 2021 15:17:48 GMT-0600 (CST),2021-02-20,2021-02-20 15:17:48 UTC,UTC,3999481,maddies20,,2021-02-20 22:16:10 UTC,2021-03-15 15:57:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69885250,https://inaturalist-open-data.s3.amazonaws.com/photos/113504229/medium.jpg,,"","",1,0,false,3,"Chewacla State Park, Auburn, AL, US",32.5534516309,-85.4724365531,133,,,,133,,,false,,,,Lee,Alabama,United States,Alabama,Lee,river cane,Arundinaria gigantea,river cane,Plantae,121747
69945602,Sun Feb 21 2021 14:34:18 GMT-0500 (EST),2021-02-21,2021-02-21 19:34:18 UTC,Eastern Time (US & Canada),1494183,gagesutton1,Gage Sutton,2021-02-21 20:59:54 UTC,2021-02-23 02:02:44 UTC,research,,https://www.inaturalist.org/observations/69945602,https://static.inaturalist.org/photos/113614642/medium.jpg,,"","",1,0,false,3,"McAlpine Creek Greenway, Charlotte, NC, US",35.1533055,-80.7387083333,5,,,,5,,,false,,,,Mecklenburg,North Carolina,United States,North Carolina,Mecklenburg,river cane,Arundinaria gigantea,river cane,Plantae,121747
69950371,2021-02-21 3:24:03 PM EST,2021-02-21,2021-02-21 20:24:03 UTC,Eastern Time (US & Canada),3780546,hillary_woodall,Hillary Woodall,2021-02-21 22:11:20 UTC,2021-02-22 21:52:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69950371,https://inaturalist-open-data.s3.amazonaws.com/photos/113623114/medium.jpeg,,"",,1,0,false,2,Tugaloo bend heritage Site,34.6645215206,-83.3098129928,197,,,,197,,,false,gps,gps,,Stephens,Georgia,United States,Georgia,Stephens,river cane,Arundinaria gigantea,river cane,Plantae,121747
69953136,2021-02-21 1:20:32 PM CST,2021-02-21,2021-02-21 13:20:32 UTC,UTC,552157,encbyancey,"",2021-02-21 22:57:32 UTC,2021-02-22 21:52:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69953136,https://inaturalist-open-data.s3.amazonaws.com/photos/113627899/medium.jpeg,,"",,1,0,false,2,"Helena, AL 35080, USA",33.1871701409,-86.9990754873,212,,,,212,,,false,gps,gps,,Shelby,Alabama,United States,Alabama,Shelby,river cane,Arundinaria gigantea,river cane,Plantae,121747
69990743,2021-02-21 11:31:18 AM EST,2021-02-21,2021-02-21 16:31:18 UTC,Eastern Time (US & Canada),2508886,korrinbishop,Korrin Bishop,2021-02-22 16:22:19 UTC,2021-02-22 23:11:15 UTC,research,,https://www.inaturalist.org/observations/69990743,https://static.inaturalist.org/photos/113696682/medium.jpeg,,"",,1,0,false,2,"Blount County, Great Smoky Mountains National Park, US-TN, US",35.61735362,-83.71956081,28,,,,28,,,false,,,,Blount,Tennessee,United States,Tennessee,Blount,river cane,Arundinaria gigantea,river cane,Plantae,121747
70004443,Mon Feb 22 2021 16:01:25 GMT-0500 (EST),2021-02-22,2021-02-22 21:01:25 UTC,Eastern Time (US & Canada),2687088,cpritchett17,,2021-02-22 21:01:45 UTC,2021-02-22 21:49:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70004443,https://inaturalist-open-data.s3.amazonaws.com/photos/113720456/medium.jpg,,"","",1,0,false,3,"Legacy Pkwy, Cleveland, TN, US",35.1902937142,-84.9022715694,4,,,,4,,,false,,,,Bradley,Tennessee,United States,Tennessee,Bradley,river cane,Arundinaria gigantea,river cane,Plantae,121747
70013022,Sat Feb 20 2021 11:01:18 GMT-0500 (EST),2021-02-20,2021-02-20 16:01:18 UTC,Eastern Time (US & Canada),34564,nooga_naturalist,Jim Greenway,2021-02-23 00:09:27 UTC,2021-02-23 03:37:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70013022,https://inaturalist-open-data.s3.amazonaws.com/photos/113736366/medium.jpg,,"","",1,0,false,3,"Audubon Acres, Chattanooga, TN, US",34.9966466667,-85.1840366667,5,,,,5,,,false,,,Chattanooga,Hamilton,Tennessee,United States,Tennessee,Hamilton,river cane,Arundinaria gigantea,river cane,Plantae,121747
70058370,Tue Feb 23 2021 15:26:35 GMT-0500 (EST),2021-02-23,2021-02-23 20:26:35 UTC,America/New_York,3965220,cobinichole01,,2021-02-23 22:16:26 UTC,2021-02-24 03:33:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70058370,https://inaturalist-open-data.s3.amazonaws.com/photos/113819121/medium.jpg,,"","",2,0,false,3,"Ijams Nature Center, Knoxville, TN, US",35.9540716667,-83.863525,19,,,,19,,,false,,,,Knox,Tennessee,United States,Tennessee,Knox,river cane,Arundinaria gigantea,river cane,Plantae,121747
70062794,Tue Feb 23 2021 16:10:27 GMT-0600 (CST),2021-02-23,2021-02-23 16:10:27 UTC,UTC,665398,grantfessler,Grant Fessler,2021-02-23 23:44:32 UTC,2023-07-08 02:00:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70062794,https://inaturalist-open-data.s3.amazonaws.com/photos/113827757/medium.jpg,,"","",2,0,false,3,"Cypress, IL, US",37.29683,-89.055825,6,,,,6,,open,false,,,,Pulaski,Illinois,United States,Illinois,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
70063085,2021-02-23 5:51:11 PM CST,2021-02-23,2021-02-23 17:51:11 UTC,UTC,2653278,shane186,Shane Pedroza,2021-02-23 23:52:58 UTC,2021-02-28 18:52:04 UTC,research,,https://www.inaturalist.org/observations/70063085,https://static.inaturalist.org/photos/113869226/medium.jpeg,,"",,1,0,false,2,"New Waverly, TX 77358, USA",30.5474241637,-95.5926352087,9,,,,9,,,false,,,,Walker,Texas,United States,Texas,Walker,river cane,Arundinaria gigantea,river cane,Plantae,121747
70064329,Tue Feb 23 2021 16:31:11 GMT-0500 (EST),2021-02-23,2021-02-23 21:31:11 UTC,Eastern Time (US & Canada),1181734,flutterbyflutterby,Theresa Williams,2021-02-24 00:24:59 UTC,2021-02-24 00:44:27 UTC,research,,https://www.inaturalist.org/observations/70064329,https://static.inaturalist.org/photos/113830882/medium.jpg,,"",,1,0,false,3,"Cobb County, US-GA, US",33.9955227121,-84.6930958568,14,,,,14,,,false,,,,Cobb,Georgia,United States,Georgia,Cobb,river cane,Arundinaria gigantea,river cane,Plantae,121747
70067273,Tue Feb 23 2021 15:51:09 GMT-0600 (CST),2021-02-23,2021-02-23 15:51:09 UTC,UTC,665398,grantfessler,Grant Fessler,2021-02-24 01:39:00 UTC,2023-07-08 02:11:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70067273,https://inaturalist-open-data.s3.amazonaws.com/photos/113836296/medium.jpg,,"","",2,0,false,3,"Cypress, IL, US",37.2968366667,-89.0553445,6,,,,6,,open,false,,,,Pulaski,Illinois,United States,Illinois,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
70115520,Wed Feb 24 2021 16:17:38 GMT-0600 (CST),2021-02-24,2021-02-24 16:17:38 UTC,UTC,665398,grantfessler,Grant Fessler,2021-02-24 23:21:52 UTC,2023-07-08 02:20:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70115520,https://inaturalist-open-data.s3.amazonaws.com/photos/113923772/medium.jpg,,"","",2,0,false,3,"Shawnee National Forest, Wolf Lake, IL, US",37.5753833333,-89.4346466667,24,,,,24,,open,false,,,,Union,Illinois,United States,Illinois,Union,river cane,Arundinaria gigantea,river cane,Plantae,121747
70117515,Wed Feb 24 2021 17:58:03 GMT-0600 (CST),2021-02-24,2021-02-24 17:58:03 UTC,UTC,3954904,mljennin,,2021-02-24 23:58:23 UTC,2021-03-01 22:17:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70117515,https://inaturalist-open-data.s3.amazonaws.com/photos/113926997/medium.jpg,,"","",2,0,false,3,"Fayetteville, AR, US",36.0335916012,-94.1219976924,424,,,,424,,,false,,,,Washington,Arkansas,United States,Arkansas,Washington,river cane,Arundinaria gigantea,river cane,Plantae,121747
70121043,2021/02/24 4:23 PM CST,2021-02-24,2021-02-24 22:23:00 UTC,Central Time (US & Canada),434305,alex_abair,Alex Abair,2021-02-25 01:08:12 UTC,2021-03-03 00:30:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70121043,https://inaturalist-open-data.s3.amazonaws.com/photos/113931627/medium.jpg,,"",,1,0,false,,"Gainesville, FL, USA",29.64249,-82.353735,5,,,,5,,,false,,,,Alachua,Florida,United States,Florida,Alachua,river cane,Arundinaria gigantea,river cane,Plantae,121747
70157871,2021-02-25T14:37:20-05:00,2021-02-25,2021-02-25 19:37:20 UTC,America/New_York,4047265,jennamalmos,,2021-02-25 19:37:45 UTC,2021-02-27 20:22:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70157871,https://inaturalist-open-data.s3.amazonaws.com/photos/113998580/medium.jpeg,,"",,1,0,false,333,Dahlonega,34.5291665476,-83.9603592363,3,,,,3,,,false,,,,Lumpkin,Georgia,United States,Georgia,Lumpkin,river cane,Arundinaria gigantea,river cane,Plantae,121747
70158099,2021-02-25T14:42:17-05:00,2021-02-25,2021-02-25 19:42:17 UTC,America/New_York,4047799,sandorkarp,,2021-02-25 19:42:25 UTC,2021-02-27 20:21:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70158099,https://inaturalist-open-data.s3.amazonaws.com/photos/113998998/medium.jpeg,,"",,1,0,false,333,"Lumpkin County, US-GA, US",34.5268730074,-83.9580097888,4,,,,4,,,false,,,,Lumpkin,Georgia,United States,Georgia,Lumpkin,river cane,Arundinaria gigantea,river cane,Plantae,121747
70177963,2021/02/25 10:58 AM EST,2021-02-25,2021-02-25 15:58:00 UTC,Eastern Time (US & Canada),1597696,sc_beetles,Phillip Harpootlian,2021-02-26 02:52:23 UTC,2021-02-27 20:22:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70177963,https://inaturalist-open-data.s3.amazonaws.com/photos/114035053/medium.jpg,,"",,1,0,false,,"Worth Mountain WMA, SC, USA",34.96283,-81.486475,,,,,,,,false,,,,York,South Carolina,United States,South Carolina,York,river cane,Arundinaria gigantea,river cane,Plantae,121747
70207946,Thu Feb 25 2021 11:44:04 GMT-0500 (EST),2021-02-25,2021-02-25 16:44:04 UTC,Eastern Time (US & Canada),4009270,zaviergillespie,,2021-02-26 18:44:40 UTC,2021-03-05 01:56:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70207946,https://inaturalist-open-data.s3.amazonaws.com/photos/114655999/medium.jpg,,"","",1,0,false,3,"Rogersville, TN, US",36.3691659807,-82.9983338298,30,,,,30,,,false,,,,Hawkins,Tennessee,United States,Tennessee,Hawkins,river cane,Arundinaria gigantea,river cane,Plantae,121747
70213653,Fri Feb 26 2021 14:28:00 GMT-0600 (CST),2021-02-26,2021-02-26 14:28:00 UTC,UTC,2115612,ethan_menzel,Ethan Menzel,2021-02-26 20:47:16 UTC,2021-06-17 19:02:06 UTC,research,,https://www.inaturalist.org/observations/70213653,https://inaturalist-open-data.s3.amazonaws.com/photos/114096680/medium.jpg,,"","",2,0,false,3,"Angelina National Forest, Nacogdoches, TX, US",31.5001992217,-94.7617196666,1005,,,,1005,,,false,,,,Nacogdoches,Texas,United States,Texas,Nacogdoches,river cane,Arundinaria gigantea,river cane,Plantae,121747
70258785,2021-02-27 10:28:28 AM CST,2021-02-27,2021-02-27 10:28:28 UTC,UTC,814555,mitch-in-michigan,"",2021-02-27 16:30:05 UTC,2021-02-27 22:09:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70258785,https://inaturalist-open-data.s3.amazonaws.com/photos/114179256/medium.jpeg,,"",,1,0,false,2,"Pacific, MO 63069, USA",38.4855315,-90.7792821,2400,,,,2400,,,false,,,,Franklin,Missouri,United States,Missouri,Franklin,river cane,Arundinaria gigantea,river cane,Plantae,121747
